sno,content,link,date
537,"['declared in Jupiter Hospital Thane', 'declared on Monday', 'was in progress at Fortis Hospital in Mulund', 'progress at Fortis Hospital in Mulund', 'Hospital in Mulund', 'donation in as many days', ""performed in Chennai which has the country 's most effective cadaver donation programme"", 'frightened at the mention of heart transplant', 'donated at Fortis Hospital', 'retrieved in which', 'injured in a road accident in Vashind', 'accident in Vashind', 'coordinator at Jupiter Hospital', 'lead in identifying brain deaths']",https://timesofindia.indiatimes.com/city/mumbai/family-donates-23-year-old-road-accident-victims-organs/articleshow/32685351.cms,"Mar 26, 2014"
538,"['injured in road accidents across Thane and its cluster cities of Bhiwandi Kalyan Dombvili Ulhasnagar', 'fallen in the last three years', 'compiled by the Thane traffic police', 'toll in vehicle mishaps in 2009', 'mishaps in 2009', 'drop in cases of road deaths', 'stood at 263', 'stood in 2011', 'fall in the numbers', 'toll in 2010', 'tally in road accidents', 'fell in 2009', 'fell in the next year', '980 by December 2011', 'roads in Thane', 'rise in vehicle population', 'dip in casualties on the roads', 'casualties on the roads', 'fallen in December 2011', 'fallen in 2009', 'fall in a span of two years', 'accidents in Thane police commissionerate', 'cases in 2010', 'rise in incidents of motor crashes or collision where the accident can be classified as serious but has not led to any deaths', 'reported in 2009', 'rose in 2010', 'came in December 2011', ""from in ' 09 to 680 the next year"", ""663 in ' 11"", 'working in Thane area going by the drastic dip in cases where the accident has led to minor injuries to a person or there are no injuries to any person', 'going by the drastic dip', 'going in cases where the accident has led to minor injuries to a person or there are no injuries to any person', 'fell by a good 20 per cent', 'fell in 2010 or 709 cases', 'fell in 2010', 'plunged by 29 per cent', 'plunged in 2012', 'number in that year', 'stood at 522', 'said in 2012']",https://timesofindia.indiatimes.com/city/mumbai/incidents-of-road-accidents-fall-in-thane/articleshow/15365281.cms," Aug 5, 2012"
539,"['killed in a road accident near Allapalli in Aheri tehsil of Gadchiroli', 'accident near Allapalli in Aheri tehsil of Gadchiroli', 'Allapalli in Aheri tehsil of Gadchiroli', 'killed on Sunday morning', 'crushed under passing vehicles for the next 24 hours', 'removed on Monday morning', 'intervention by DCF Allapalli Hemanthkumar Meena', 'lying on the Ashti Allapalli road', 'going on Sunday', 'was near the river bridge', 'knocked by some vehicle', 'depot in Allapalli', 'lying at the spot', 'was in a battered condition', 'forests in Gadchiroli where wildlife is scarce', 'DCF on Monday morning']",https://timesofindia.indiatimes.com/city/nagpur/fox-dies-in-road-accident-body-removed-after-24-hrs/articleshow/45182512.cms,"Nov 18, 2014"
540,"['Highway near Kalamboli', 'crossing on Sunday morning', 'killing on the spot', 'areas in Hyderabad', 'travelling in a private bus', 'stop in Pune', 'alighted at Kalamboli', 'died on the spot', 'hospital in Kamothe', 'lives in Jogeshwari', 'Khed near Pune', 'took at Kamothe', 'house in Andheri']",https://timesofindia.indiatimes.com/city/navi-mumbai/speeding-tempo-mows-down-three-crossing-highway-injures-one/articleshow/29792156.cms," Feb 3, 2014"
541,"['motorcycles near the IT park area on Dhyanchand Hockey Stadium Road', 'area on Dhyanchand Hockey Stadium Road', 'rammed on Sunday', 'rammed at around 10 am', 'resident in Radhanagari taluka', 'died in the accident', 'overtaking on the ring road', 'approaching on its left', 'working in a Kolhapur based private clinical laboratory', 'were on their way to work', ""space near the New Law College area where it ground to a halt after hitting poles set up near the college 's compound wall"", ""set near the college 's compound wall"", 'pelting on it', 'set on fire', 'Charges under sections 304A', 'causing by negligence', 'hurt by an act endangering life or personal safety of others', 'causing by an act endangering life or personal safety of others of the Indian Penal Code']",https://timesofindia.indiatimes.com/city/kolhapur/2-killed-1-injured-as-truck-crushes-two-wheeler-riders/articleshow/29784110.cms," Feb 3, 2014"
542,"['travelling in which', 'tanker at Manor', 'tanker on the Mumbai Ahmedabad National Highway', 'was on its way to Ahmedabad', 'tanker near Kude village', 'collided at around 1.30 am', 'charred in the fire', 'treated at the Manor rural hospital', 'Traffic on the highway', 'are on the spot']",https://timesofindia.indiatimes.com/city/mumbai/bus-collides-with-diesel-tanker-on-mumbai-ahmedabad-highway-seven-dead/articleshow/29535762.cms,"Jan 29, 2014"
543,"['deaths in road accidents', 'claimed in the 365 days of 2013', 'drop by 44', ""chaos on the city 's roads"", 'deaths in road accidents', 'except in 2009', 'brought under Pune police jurisdiction', 'brought in March 2013', 'released on Friday', 'reduced by 44', 'reduced in the last two years', 'launch on Friday', 'accidents in the city', 'number in 2013', 'drop in fatalities on the road', 'fatalities on the road', 'brought in the city', 'take on the main highways', 'safety in the city', 'present at the function', 'stressed on the need for road safety and public awareness to prevent accidents', 'safer at the launch of the road safety fortnight', 'working on traffic issues', 'be by chance and', 'Save in 2012', 'deaths in road accidents', 'focus on movement of vehicles rather than mobility of people', 'elsewhere in the world traffic calming measures', 'be on public transport', 'deaths in road accidents', 'Commenting on the reduction in road fatalities in 2013', 'reduction in road fatalities', 'reduction in 2013', 'number in 2012', 'action on the causes of road accidental deaths', 'launched in 2012', 'study on road accidents', 'undertaken by SPTM', 'increase on some of the major roads', 'comment on the high number of road fatalities', 'be on public transport']",https://timesofindia.indiatimes.com/city/pune/road-accident-deaths-dip-in-2013-but-still-one-a-day/articleshow/28353763.cms," Jan 4, 2014"
544,"['complainant in the Pedder Road accident case', 'issued on Thursday', 'enquiries in the RTO', 'captured in photographs of the Audi', 'published on Thursday', 'allotted by the Wadala RTO', 'deposited on Monday', 'registered on that number', 'register in the new year January 4', 'abide by the rules', 'one at the wheel of the Aston Martin', 'rammed on December 9', 'visited on Thursday afternoon', 'parked near the stilt area', 'prosecute under section 420 of IPC', 'one in Ruparel ’s old car MH14 DN 6666', 'Joining in dismissing talk of compensation', 'compensated by Reliance', 'inputs by Mateen Hafeez']",https://timesofindia.indiatimes.com/city/mumbai/new-audi-bought-with-own-money-aston-martin-mishap-complainant/articleshow/27989783.cms,"Dec 27, 2013"
545,"['accidents on the city roads', 'dropping over the last seven years', 'dip in accidents', 'took in the city', 'killed in 438 accidents which is nearly 3 % higher than the figure recorded till November in 2012', 'recorded in 2012', 'reasons behind the decrease in the number of accidents', 'decrease in the number of accidents', 'rise in fatal mishaps', 'increasing on the streets', 'Driving at a high speed', 'instilling in the minds of motorist', 'done by walking or cycling', 'brushed under the carpet', 'worked in places like Delhi', 'improving in the suburbs']",https://timesofindia.indiatimes.com/city/mumbai/total-road-accidents-drop-but-fatal-mishaps-go-up/articleshow/27760756.cms,"Dec 23, 2013"
546,"['accident on the Mumbai Pune Expressway', 'said on Monday', 'were on way', 'were on Sunday night', 'declared at a hospital where they were rushed to after the accident', 'starred in several Marathi films like Spandan', 'performed in play Kurtyat Sada Tingalam', 'acted in a few movies including Kai Dyayche Bola']",https://timesofindia.indiatimes.com/city/pune/two-marathi-actors-killed-in-road-accident/articleshow/17740885.cms,"Dec 24, 2012"
547,"['was behind the wheel of the speeding', 'hit on Pedder Road', 'made by Bansilal Joshi who has said that he was driving the car at the time of the incident', 'driving at the time of the incident', 'obtained on Friday', 'placed in the vicinity of the incident', 'discrepancies in the driver ’s description given by witnesses who were in the two cars that were hit', 'given by witnesses who were in the two cars that were hit', 'were in the two cars that were hit']",https://timesofindia.indiatimes.com/city/mumbai/aston-martin-accident-no-clarity-yet-on-pedder-road-driver/articleshow/27378606.cms,"Dec 15, 2013"
548,"['lost in road mishaps between January and September 2013', 'mishaps between January and September 2013', 'sustained in the same period', 'conducted in Bangalore', 'conducted in 2006', 'result in 11 lakh deaths', 'capital in road accidents', 'are in the most reproductive years of their life', 'Win on December 11', 'educate on how to handle patients with head injuries']",https://timesofindia.indiatimes.com/city/mumbai/india-is-head-injury-capital-of-the-world/articleshow/27152899.cms,"Dec 10, 2013"
549,"['took in the traffic police ’s Ride for safety rally that was flagged off at Bandra Kurla Complex on Sunday', 'flagged at Bandra Kurla Complex', 'flagged on Sunday', 'began at BKC', 'wear on two wheelers', 'rode at the event', 'involved in most fatal accidents', 'incidents at night', 'cracking on such motorists', 'die in accidents in the country', 'accidents in the country', 'injuries in road accidents', 'killed in accidents', 'killed in 2011', '67 in 2010']",https://timesofindia.indiatimes.com/city/mumbai/cops-drive-home-safety-lessons-at-awareness-rally/articleshow/27105949.cms," Dec 9, 2013"
550,"['cars on Pedder Road', 'collided in an accident that injured three people', 'speeding at the time of the mishap', 'driving under sections 279 and 337 of the Indian Penal Code and under the Motor Vehicles Act', 'was behind the wheel of the Aston Martin', 'away in another car of the company', 'happened near Lata Mangeshkar ’s residence Prabhu Kunj', 'buildings on Pedder Road', 'jumped over the divider', 'gathered at the spot']",https://timesofindia.indiatimes.com/city/mumbai/aston-martin-hits-two-cars-three-hurt/articleshow/27105655.cms," Dec 9, 2013"
551,"['accidents in Maharasthra', 'implement in the state', 'inclusion in the school syllabus', 'constituted on October 17 2012', 'constituted by the state government', 'coordination between various departments of the government', 'safety on roads across the state', 'died on Saturday morning', 'travelling in', 'bus near Tuljapur', 'bus on the Solapur Beed national highway', 'died in the accident', 'group on a two day school trip to various religious places including Shikhar Shingnapur and Pandharpur', 'spending in Solapur', 'visit on their way back to Kolhapur', 'visit on Saturday night', 'utilized by the highway police', 'measures on the highways and roads leading to those', 'taken over the years', 'conducting in western and southern Maharashtra Ashok Rokade founder of the White Army an NGO', 'expired at many places', 'involved in accidents', 'emphasized on the need to start formal education on road safety at the school level', 'education on road safety', 'start at the school level', 'found in fatalities', 'chapter on road safety', 'chapter in school syllabus']",https://timesofindia.indiatimes.com/city/kolhapur/panel-on-road-safety-for-separate-funds-for-highway-police/articleshow/27098844.cms," Dec 9, 2013"
552,"['report in Times Navi', 'published on December 4', 'signal at the Nerul junction along the Palm beach road', 'collided at this spot', 'collided on the night of December 1', 'driven by former SC chairman Dr Jayaji Nath', 'installed at this junction', 'collision between the two SUVs', 'collision at the Nerul junction near Vazirani Sports complex', 'junction near Vazirani Sports complex', 'installation at this junction', 'necessitated in order to compel the speeding vehicles to decelerate while they approach the junction', 'drive at the permissible speed limit', 'accident at this Nerul junction wherein two cars collided as there was neither a traffic signal pole nor a blinker', 'demanded by the traffic department', 'installed at this junction', 'wait at the red signal', 'mishaps at the junctions along the palm beach road', 'installed at the Nerul junction near Agri Koli Bhawan', 'junction near Agri Koli Bhawan', 'plying over the rumbler strips results in multiple jerks which causes gradual damage to the vehicle', 'results in multiple jerks which causes gradual damage to the vehicle', 'claimed by the motorists', 'installed at the sector-50 Nerul junction along the Palm beach road', 'installed at this junction', 'neglected by the motorists']",https://timesofindia.indiatimes.com/city/navi-mumbai/nmmc-installs-signal-at-nerul-junction/articleshow/27098433.cms," Dec 9, 2013"
553,"['mowing in a drunken state at Andheri East', 'state at Andheri East', 'imprisonment on Tuesday', 'fined by sessions', 'out on bail', 'returning at Sher E - Punjab', 'lost on Vijay Nagar flyover', 'lost in Marol', 'thrown on impact', 'died in hospital', 'apprehended at the spot and', 'was on his way to his residence at Raj Paradise in Marol', 'residence at Raj Paradise in Marol', 'Paradise in Marol', 'driving at a speed of 110kmph', 'examined in the case among whom were two passersby who had nabbed Sharma at the scene', 'were among whom', 'nabbed at the scene', 'drunk at the time', 'convicted under Indian Penal Code ’s sections 304 Part II culpable homicide not amounting to murder 279 rash driving', 'causing by negligence', 'worked in a restaurant in Andheri East', 'restaurant in Andheri East', 'staff in a south Mumbai five star hotel', 'stayed at Sainath Nagar in Marol', 'Nagar in Marol', 'lived in Mumbai']",https://timesofindia.indiatimes.com/city/mumbai/mba-gets-7-years-for-killing-2-in-drunk-driving-case/articleshow/26118025.cms,"Nov 21, 2013"
554,"['injured in separate road mishaps on Sunday', 'mishaps on Sunday', 'knocked by a speeding bike', 'was on a morning walk near his residence', 'walk near his residence', 'rushed by passers', 'treatment in the evening', 'informed by hospital authorities', 'acting in registering a case against the errant bike rider', 'heading on a bike', 'took at Arya Nagar', 'took on Nagpur Chhindwara Road', 'treatment in the Intensive Care Unit at Mayo Hospital', 'Unit at Mayo Hospital', 'were on the way to city from Koradi', 'thrown on the other side of the road']",https://timesofindia.indiatimes.com/city/nagpur/70-year-old-dies-two-injured-in-separate-accidents/articleshow/26003627.cms,"Nov 19, 2013"
555,"['travelling in a sports utility vehicle SUV', 'bridge at Kiwale', 'crashed on Friday morning', 'took at 8 am', 'lost over the wheel', 'hospital in Nigdi', 'travelling by']",https://timesofindia.indiatimes.com/city/pune/3-hurt-in-accident-on-kiwale-bridge/articleshow/25462956.cms," Nov 9, 2013"
556,"['sister in law', 'hit by a speeding Hero Honda bike', 'skid on the road', 'Koliwada near Panvel', 'arrived by train from Godhra', 'alighted at Bandra terminus', 'sister in law', 'receive on his Activa bike', 'reached near kamothe circle', 'reached on the Sion Panvel highway', 'skid on the road', 'rushed in panvel', 'registered at Khandeshwar police station', 'booked under', 'booked under Section 184 of the Motor Vehicle']",https://timesofindia.indiatimes.com/city/navi-mumbai/3-hurt-in-bike-crash-near-kamothe/articleshow/25397400.cms," Nov 8, 2013"
557,"['hit on SV Road Andheri West', 'injured in the early hours of Thursday', 'abandoned in Vile Parle', 'arrested at the time of going to press', 'lived on Station Road Jogeshwari East', 'Around on Wednesday', 'having at the time', 'eating at a restaurant in Andheri', 'restaurant in Andheri', 'walking on SV Road', 'are near the spot where the accident occurred', 'clarity on how Ajay was killed', 'time on the stretch']",https://timesofindia.indiatimes.com/city/mumbai/suv-kills-man-in-andheri-police-looking-for-driver/articleshow/25396339.cms," Nov 8, 2013"
558,"['dip in fatalities in road accidents in the district', 'fatalities in road accidents in the district', 'accidents in the district', 'soar above 300', 'died in road accidents', 'died in 2012', 'reported in 2013', 'injured in ', 'accidents in the district', 'killed in 296 accidents', 'reported in March', 'followed by January 35 accidents and 36 fatalities', 'occurred in July', 'died in October', 'considered in terms of road accidents', 'season in terms of accidents', 'reported in 2013', 'occurred on an average across the district', 'vehicles on the road', 'Keeping in mind', 'reported in the district', 'bring by making people aware through means such as audio - visual and print advertisements and other road safety programmes', 'abide by traffic rules', 'increasing on the roads across the district', 'abiding by the traffic rules', 'reduce on the road', 'increasing on the roads', 'roads in the city']",https://timesofindia.indiatimes.com/city/kolhapur/over-300-people-died-in-road-accidents-last-year/articleshow/28853993.cms,"Jan 16, 2014"
559,"['killed on the spot', 'collided on the Pune Mumbai expressway near Khopoli', 'expressway near Khopoli', 'collided on Tuesday morning', 'traffic on the expressway', 'lost over the vehicle', 'lost on a slope near Khopoli', 'slope near Khopoli', 'scattered on the road', 'killed on the spot']",https://timesofindia.indiatimes.com/city/pune/2-truck-drivers-killed-in-expressway-accident/articleshow/24894860.cms,"Oct 30, 2013"
560,"['died in separate accidents in the city', 'accidents in the city', 'died on Sunday', 'took at Bhosalenagar', 'hit by an unidentified autorickshaw', 'was on her way to Chatushrungi temple', 'took at Nigdi in which a 36 year old bicycle rider died after he was hit by a private bus', 'died in which', 'hit by a private bus', 'took on Rupinagar Road']",https://timesofindia.indiatimes.com/city/pune/two-killed-in-road-accidents-at-bhosalenagar-nigdi/articleshow/16921258.cms,"Oct 23, 2012"
561,"['riding on which', 'knocked by a Pune Mahanagar Parivahan Mahamandal Limited PMPML bus at Pimple Gurav', 'bus at Pimple Gurav', 'knocked on Tuesday afternoon', 'sustained in the incident', 'treatment in a hospital at Pimple Gurav', 'hospital at Pimple Gurav', 'pm near Ramkrishna marriage hall at Pimple Gurav', 'hall at Pimple Gurav', ""taken on Kamble 's motorcycle"", 'came near the marriage hall', 'came under the front wheel of the bus', 'killed on the spot', 'getting in reaching their work place']",https://timesofindia.indiatimes.com/city/pune/pmpml-driver-arrested-after-woman-dies-in-accident/articleshow/24563886.cms,"Oct 23, 2013"
562,"['killed in a road accident in Bhivandi tehsil of Thane district', 'accident in Bhivandi tehsil of Thane district', 'returning in Kalyan', 'returning by an autorickshaw', 'divider on Nashik Thane bypass near Highway Diva Petrol Pump', 'bypass near Highway Diva Petrol Pump', 'crushed under a container truck coming from the opposite direction']",https://timesofindia.indiatimes.com/city/thane/three-women-killed-in-road-accident/articleshow/11673399.cms,"Jan 29, 2012"
563,"['were among three killed and', 'injured in separate mishaps in the city', 'mishaps in the city', 'injured over the last 24 hours', 'crushed in a hit and run accident on Katol Road', 'accident on Katol Road', 'while at Sitabuldi', 'knocked by a Starbus', 'knocked on Monday', 'involved in the Katol Road accident', 'heading on their scooter', 'came under the truck wheels', 'died on the spot', 'fell on the other side of the road', 'recuperating in a private hospital on Central Avenue', 'hospital on Central Avenue', 'knocked by a Starbus at Mor Bhavan Square', 'Starbus at Mor Bhavan Square', 'knocked on Monday evening']",https://timesofindia.indiatimes.com/city/nagpur/three-killed-in-separate-mishaps/articleshow/22672855.cms,"Sep 18, 2013"
564,"['second among states', 'injured in road accidents', 'on in five years', 'Data by the National Crime Records Bureau NCRB', 'killed by different means', 'is in anti - terror anti - extremist and anti - dacoity operations riots various crimes border duties and accidents', 'is in the period', 'worse in this regard', 'hurt in road accidents', 'period under consideration', 'injured on duty of various causes', 'worse on this count', 'attacked on duty', 'attacked by a juvenile and his elder brother on SV Road in Khar West', 'brother on SV Road in Khar West', 'Road in Khar West', 'attacked on August 23', 'are in Maha rashtra', 'bike in uniform']",https://timesofindia.indiatimes.com/city/mumbai/road-accidents-killed-371-police-personnel-in-line-of-duty-in-5-yrs-maha-no-2-on-ncrb-list/articleshow/54010737.cms," Sep 5, 2016"
565,"['taken in the calendar year 2013', 'reported in Pune rural', 'persons in these accidents', 'accidents in its jurisdiction where 971 people were among those injured and 324 deaths were recorded', 'were among those injured', 'accidents on road mishaps', 'result in the death of 143 people', 'are under construction', 'comes on Kolhapur Pune stretch of NH-4', 'drive on high speeds', 'taking in interior zones', 'taken in the state', 'taken in the calendar year 2013', 'reported in Pune rural', 'reported in the circle', 'traffic on most of the rural parts in Pune district', 'parts in Pune district', 'injured in which', 'persons in these accidents', 'accidents in its jurisdiction', 'accidents on road mishaps', 'are under construction', 'comes on Kolhapur Pune stretch of NH-4', 'drive in', 'taking on interiors']",https://timesofindia.indiatimes.com/city/kolhapur/killer-wheels-kolhapur-circle-ranked-3rd-in-road-accidents/articleshow/36170215.cms," Jun 7, 2014"
566,"['mishaps in Nagpur', 'claimed in the first three months of this year', 'rise in the total number of accidents and injured persons in the city', 'number in the city', 'Sources in the traffic department', 'reported in the city', 'period in 2012', 'died in road mishaps', 'rise in number of vehicles', 'rise in city and inadequate infrastructure', 'Accidents on Ring Road which is in a bad shape over the past three months', 'is in a bad shape', 'is over the past three months', 'spurt in road accident deaths', 'coordination between the police PWD Nagpur Improvement Trust NHAI and the NMC authorities', 'authorities over the traffic condition', 'Regulation in such regions', 'thrust on safety', 'Mishaps in 2013 and 2012']",https://timesofindia.indiatimes.com/city/nagpur/road-accidents-claim-88-lives-in-three-months/articleshow/19685701.cms,"Apr 23, 2013"
567,"['accused in a road accident that killed a woman and injured three people', 'filed in a sessions court', 'filed on the grounds that no case was made out under Section 304 II culpable homicide not amounting to murder of the IPC', 'made under Section 304 II culpable homicide not amounting to murder of the IPC', 'causing by negligence', 'rammed on November 1 2012', 'booked under Section 304 A', 'causing by negligence', 'released on bail', 'petition in the Bombay high court', 'injured in the incident', 'received on November 23 2012', 'had in her blood', 'drive under the influence of alcohol', 'punishment under Section 304 II', 'filed in the case', 'filed in the sessions court which was rejected']",https://timesofindia.indiatimes.com/city/mumbai/2012-bmw-case-accused-files-discharge-application/articleshow/21889945.cms,"Aug 18, 2013"
568,"['killed on the spot', 'knocked by a speeding tempo on Raja Bahadur Mill road', 'tempo on Raja Bahadur Mill road', 'knocked on Wednesday', 'district in Rajasthan', 'carpenter in Bangalore', 'was in Pune enroute']",https://timesofindia.indiatimes.com/city/pune/carpenter-killed-in-road-accident/articleshow/7322492.cms,"Jan 19, 2011"
569,"['hit on Sinhagad Road', 'hit on Tuesday evening', 'fell on the road divider', 'boy on cycle', 'wounds on his legs', 'Apartment on Sinhagad Road', 'treatment in a nearby hospital', 'injuries on his leg', 'died on the spot', 'declared on arrival', 'based in Satara', 'killed in Yerawada A 22 year old youth', 'died on the spot', 'knocked at Yerawada', 'lived at Ramabai colony Tadiwala road', 'injuries in the accident', 'took near Hotel Sargam in Yerawada', 'Sargam in Yerawada']",https://timesofindia.indiatimes.com/city/pune/27-yr-old-businessman-killed-in-road-accident/articleshow/19468867.cms,"Apr 10, 2013"
570,"['injured on Mahdibagh', 'injured over bridge', 'injured on Monday evening', 'died in the accident', 'Nagar in Lakadganj', 'driving on the wrong side of the over bridge', 'coming on a bike', 'youths on the bike', 'treatment at Mayo hospital']",https://timesofindia.indiatimes.com/city/nagpur/man-driving-on-wrong-side-dies-in-mishap-3-injured/articleshow/21666772.cms," Aug 7, 2013"
571,"['accidents on roads in Hinjewadi Bhosari Nigdi Mundhwa and Market Yard', 'roads in Hinjewadi Bhosari Nigdi Mundhwa and Market Yard', 'took on Wednesday', 'two on Tuesday', 'took on Monday', 'died on the spot', 'hit by an unidentified vehicle near Bhakti Shakti Chowk in Nigdi', 'vehicle near Bhakti Shakti Chowk in Nigdi', 'Chowk in Nigdi', 'am on Wednesday', 'accident on Wednesday', 'accident on Kasarsai Road in Mulshi', 'Road in Mulshi', 'Chandkhed in Maval taluka', 'died on the spot', 'injuries in the accident', 'roadside near Kasarsai', 'died on the spot', 'knocked by a speeding water tanker', 'took at Bhosari MIDC', 'took on Wednesday', 'lived in Dnyaneshwar Colony Kalewadi', 'pm on Wednesday', 'died on the spot', 'bus in Mundhwa', 'treatment in a hospital', 'died in separate accidents', 'died on the spot', 'skidded on Bhosari Alandi road', 'skidded on Tuesday', 'declared on arrival', 'accident near Market Yard', 'died on the spot', 'hit by another motorcycle', 'lived in Satara', 'travelling in a tempo', 'turned at Hinjewadi']",https://timesofindia.indiatimes.com/city/pune/road-accidents-claimed-7-lives-since-monday/articleshow/19119797.cms,"Mar 22, 2013"
572,"['pedestrians near Mubarak complex', 'rammed in Bhayander W', 'rammed on Sunday night', 'caught by the public', 'hospitals in Bhayander', 'drunk behind the wheels', 'were in the van', 'coming in Bhayander W', 'reached on the Uttan Road', 'those in the vehicle', 'recording at the time of going to the press', 'registered in his name']",https://timesofindia.indiatimes.com/city/mumbai/8-injured-as-teenager-loses-control-of-van-in-bhayander/articleshow/21444051.cms,"Jul 29, 2013"
573,"['died in separate accidents in the city', 'accidents in the city', 'died on Friday and Saturday', 'Park in Akurdi', 'died on the spot', 'hit at Kalbhornagar', 'hit in Chinchwad', 'hit on the Pune Mumbai highway', 'hit on Saturday', 'hit by an unidentified vehicle on the Pune Solapur highway', 'vehicle on the Pune Solapur highway', 'hit in the wee hours', 'hit on Saturday', 'riding on a motorcycle', 'hit by a speeding state transport ST bus at Chandannagar on the Pune Ahmednagar highway', 'bus at Chandannagar on the Pune Ahmednagar highway', 'Chandannagar on the Pune Ahmednagar highway', 'am on Saturday', 'died on the spot', 'hit by an ambulance from behind', 'came under the wheels of a container', 'treatment at a private hospital', 'course in media studies', 'pursuing in Mumbai', 'performed in several reputed shows', 'hit by a tempo near Nehru Memorial hall', 'tempo near Nehru Memorial hall', 'hit on Ambedkar Road in Camp', 'Road in Camp', 'hit on Friday afternoon', 'declared by the doctors', 'fell on the road', 'took at Karvenagar', 'took on Friday', 'write on which', 'progress in life', 'stand at all important chowks in the city', 'chowks in the city']",https://timesofindia.indiatimes.com/city/pune/road-accidents-in-pune-claimed-6-lives-in-2-days/articleshow/23620086.cms," Oct 7, 2013"
574,"['claimed in separate incidents on Friday', 'incidents on Friday', 'killed in the first incident', 'died in the other', 'village on Bhandara Wardha outer ring road', 'perished in which', 'dashed on bicycle', 'from near Wanadogri', 'was on her way to tuition']",https://timesofindia.indiatimes.com/city/nagpur/teenager-among-two-dead-in-accidents/articleshow/20823250.cms,"Jun 29, 2013"
575,"['killed in separate accidents at Bandra and Wadala', 'accidents at Bandra and Wadala', 'killed on Friday', 'dweller on SV Road in Bandra W around 1 pm', 'Road in Bandra W around 1 pm', 'landed on a motorcyclist', 'occurred on the north bound stretch of SV Road', 'occurred near Sahiba restaurant', 'begged on the street', 'fell on Talreja who was riding a bike in the same direction', 'riding in the same direction', 'rushed by the cops', 'Hospital at Bandra where he was declared dead', 'arrested on charges of negligence', 'took on BPT Container Road in Wadala E', 'Road in Wadala E', 'Mithaghar in Wadala', 'walking near New India restaurant', 'declared at the KEM Hospital', 'died in a bike accident at Saat Rasta Mahalaxmi', 'accident at Saat Rasta Mahalaxmi', 'died on Saturday evening', 'hostel in Haji Ali']",https://timesofindia.indiatimes.com/city/mumbai/three-killed-in-road-accidents-on-friday/articleshow/10109585.cms,"Sep 25, 2011"
576,"['injured in an accident on Katraj Dehu road bypass', 'accident on Katraj Dehu road bypass', 'injured on Friday night', 'injuries in the crash', 'were in a condition to give a statement', 'is in the Intensive Care Unit', 'record on Monday', 'clarity on what caused the accident']",https://timesofindia.indiatimes.com/city/pune/katraj-dehu-road-accident-cops-yet-to-record-students-statement/articleshow/32991780.cms,"Mar 31, 2014"
577,"['fighting at Nanavati', 'injured in the accident at Kasa', 'accident at Kasa', 'injured on Wednesday morning', 'hospitals in the city', 'facilities near the accident spot', 'hospitals in Borivli', 'Hospital in Andheri', 'treated at Nanavati and Parel hospitals', 'brothers in law', 'suffering in the heat', 'Hospital in Byculla']",https://timesofindia.indiatimes.com/city/mumbai/families-wait-to-mourn-as-others-critical/articleshow/20341861.cms,"May 30, 2013"
578,"['MUMBAI in their 20s', 'praying at Ambaji Mata temple', 'killed in the Kasa accident', 'was in a window seat on the right side of the bus', 'seat on the right side of the bus', 'resting on 28 year old Dilip ’s shoulder', 'resting in the next seat', 'pray at the temple', 'pray on their way back from Pooja ’s parents ’ house in Rajasthan', 'house in Rajasthan', 'worked in his father ’s furniture shop', 'is in hospital with head and hand injuries', 'rescued by other passengers and villagers', 'identify at Kasa hospital']",https://timesofindia.indiatimes.com/city/mumbai/prayers-for-long-life-together-in-vain-for-newly-wed-couple/articleshow/20341843.cms,"May 30, 2013"
579,"['killed in separate road accidents in the city', 'accidents in the city', 'killed between Saturday and Monday', 'Shivnerinagar in Kondhwa', 'knocked by a car near Tatya Tope society in Wanowrie', 'car near Tatya Tope society in Wanowrie', 'society in Wanowrie', 'knocked on Saturday', 'died on the spot', 'hit by an unidentified vehicle', 'took on Monday afternoon', 'took near the Pimpri Chinchwad Municipal Corporation office', 'knocked by a truck at Shewalwadi Phata on Solapur Road', 'truck at Shewalwadi Phata', 'truck on Solapur Road', 'knocked on Monday afternoon']",https://timesofindia.indiatimes.com/city/pune/three-killed-in-separate-accidents-in-two-days/articleshow/20322822.cms,"May 29, 2013"
580,"['Thane in a road accident at Sion in 2012', 'accident at Sion', 'accident in 2012', 'awarded by the Thane Motor Accident Claims Tribunal', 'heading on January 3', 'fell on the road', 'documents on the minor ’s behalf', 'dependent on the victim ’s salary of Rs 1', 'appeared in the tribunal', 'negligence on the part of the truck driver', 'was at fault', 'ruled in favour of the Tambes', 'invested in a fixed deposit', 'invested in a nationalized bank in the boy ’s name', 'bank in the boy ’s name', 'put in a fixed deposit', 'put in the name of the father']",https://timesofindia.indiatimes.com/city/mumbai/rs-36l-payout-for-3-yr-old-son-hubby-of-police-naik-killed-in-road-accident/articleshow/51113043.cms,"Feb 24, 2016"
581,"['took near a marriage hall in Erandwane', 'hall in Erandwane', 'took on Wednesday morning', 'injuries in the accident', 'treatment in a private hospital', 'am on Wednesday', 'was on a scooter and on their way to attend a wedding ceremony', 'hit in an attempt to overtake', 'injuries on the head', 'declared on arrival', 'working in a private company', 'treatment in a hospital']",https://timesofindia.indiatimes.com/city/pune/73-year-old-woman-killed-in-accident/articleshow/20235374.cms,"May 24, 2013"
